ASV_ID,kingdom,phylum,class,order,family,genus,species,domain,species_raw,best_id,species_lab,occ_query_name,occ_n_records,occ_n_gbif,occ_n_obis,occ_min_distance_km,occ_nearest_lat,occ_nearest_lon,occ_in_study_area,occ_in_buffer,occ_assessment,occ_congeners_in_region,assigned_pct_identity,validation_flag,best_congener,best_congener_pct_identity,n_congeners_in_db,congeners_in_db,n_congeners_missing,congeners_missing,final_decision,decision_confidence,decision_reason,cleaned_species
ASV223,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,Eukaryota,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Melanogrammus aeglefinus 2,Melanogrammus aeglefinus,1003,172,831,0,,,True,True,CONFIRMED,,99.4,CONFIDENT,,,1.0,Melanogrammus aeglefinus,0.0,,KEEP,HIGH,Geographic CONFIRMED + sequence match (99.4%),Melanogrammus aeglefinus
ASV224,Eukaryota,Chordata,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,Gasterosteus aculeatus,Eukaryota,Gasterosteus aculeatus,Gasterosteus aculeatus,Gasterosteus aculeatus 6,Gasterosteus aculeatus,1341,1335,6,0,,,True,True,CONFIRMED,,98.8,UNCERTAIN,Gasterosteus gymnurus,98.8,4.0,Gasterosteus aculeatus; Gasterosteus gymnurus; Gasterosteus nipponicus; Gasterosteus wheatlandi,21.0,Gasterosteus acanthias; Gasterosteus apeltes; Gasterosteus atherinus; Gasterosteus biaculeatus; Gasterosteus carolinensis; Gasterosteus columbarius; Gasterosteus crenobiontus; Gasterosteus glaber; Gasterosteus glaucus; Gasterosteus islandicus,DROP_TO_GENUS,LOW,Geographic CONFIRMED but missing congeners in DB - cannot validate,Gasterosteus sp. cf. aculeatus
ASV225,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Pollachius,Pollachius virens,Eukaryota,Pollachius virens,Pollachius virens,Pollachius virens 7,Pollachius virens,1925,457,1468,0,,,True,True,CONFIRMED,,98.8,REASSIGN,Pollachius pollachius,99.4,2.0,Pollachius pollachius; Pollachius virens,0.0,,REASSIGN,MEDIUM,Pollachius pollachius matches 99.4% vs assigned 98.8% (+0.6%),Pollachius pollachius
ASV226,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,Eukaryota,Clupea pallasii,Clupea pallasii,Clupea pallasii 12,Clupea pallasii,6,6,0,799.967717003177,,,False,False,POSSIBLE,Clupea anomalura; Clupea arcuata; Clupea arezedi; Clupea beurardi; Clupea brevis; Clupea chinensis; Clupea chrysotaenia; Clupea curta; Clupea dentex; Clupea elongata; Clupea fimbriata; Clupea gasterostea; Clupea gigantea; Clupea guestfalica; Clupea hadleyi; Clupea harengus; Clupea ignota; Clupea inermis; Clupea inflata; Clupea laccia; Clupea longimana; Clupea macrocephala; Clupea macrochira; Clupea macropthalma; Clupea macroura; Clupea manulensis; Clupea marisalbi; Clupea megapteryx; Clupea melastoma; Clupea membras; Clupea montevideo; Clupea opisthopteryx; Clupea papalina; Clupea piltschardus; Clupea polyachanthina; Clupea rex; Clupea sardinites; Clupea saulos; Clupea scheuchseri; Clupea smaragdina; Clupea spec; Clupea sulcata; Clupea suworowi; Clupea tenuissima; Clupea testis; Clupea tiejei; Clupea tobarana; Clupea trigintaoctoradiata; Clupea trinacridis; Clupea ventricosa; Clupea verticalis; Clupea vigintiquiniradiata; Clupea vigintiradiata; Clupea vittargentea; Clupea vittata; Clupea voinovi; Clupea weileri; Clupea xenophanis; Clupea zanclea; Sardinella caudata,98.8,UNCERTAIN,,,2.0,Clupea harengus; Clupea pallasii,59.0,Clupea anomalura; Clupea arcuata; Clupea arezedi; Clupea beurardi; Clupea brevis; Clupea chinensis; Clupea chrysotaenia; Clupea curta; Clupea dentex; Clupea elongata,DROP_TO_GENUS,MEDIUM,800km from known range with 60 local congener(s),
ASV227,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo,Eukaryota,,Salmo,Salmo 1,,,,,,,,,,,,0.0,GENUS_ONLY,Salmo labrax,99.4,12.0,Salmo carpio; Salmo caspius; Salmo cenerinus; Salmo ischchan; Salmo labrax; Salmo macrostigma; Salmo marmoratus; Salmo obtusirostris; Salmo pallaryi; Salmo rhodanensis,0.0,,DROP_TO_GENUS,LOW,"Unhandled case: occ=None, db=GENUS_ONLY",
ASV228,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Gadus,Gadus morhua,Eukaryota,Gadus morhua,Gadus morhua,Gadus morhua 2,Gadus morhua,7145,3129,4016,0,,,True,True,CONFIRMED,,99.4,NO_CONGENERS,,,0.0,,0.0,,KEEP,MEDIUM,"Geographic CONFIRMED, 99.4% match (monotypic/rare genus)",Gadus morhua
ASV230,Eukaryota,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Phoxinus,Phoxinus,Eukaryota,,Phoxinus,Phoxinus 18,,,,,,,,,,,,0.0,GENUS_ONLY,Phoxinus fayollarum,95.5,11.0,Phoxinus bigerri; Phoxinus csikii; Phoxinus dragarum; Phoxinus fayollarum; Phoxinus keumkang; Phoxinus lumaireul; Phoxinus phoxinus; Phoxinus semotilus; Phoxinus septimaniae; Phoxinus steindachneri,0.0,,DROP_TO_GENUS,LOW,"Unhandled case: occ=None, db=GENUS_ONLY",
ASV231,Eukaryota,Chordata,Actinopteri,Gadiformes,Lotidae,Brosme,Brosme brosme,Eukaryota,Brosme brosme,Brosme brosme,Brosme brosme 4,Brosme brosme,553,123,430,0,,,True,True,CONFIRMED,,98.8,UNCERTAIN,,,1.0,Brosme brosme,4.0,Brosmius andrussovi; Brosmius exiguus; Brosmius udanad; Brosmius venustus,DROP_TO_GENUS,LOW,Geographic CONFIRMED but missing congeners in DB - cannot validate,Brosme sp. cf. brosme
ASV232,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Centrolabrus,Centrolabrus exoletus,Eukaryota,Centrolabrus exoletus,Centrolabrus exoletus,Centrolabrus exoletus 2,Centrolabrus exoletus,125,29,96,0,,,True,True,CONFIRMED,,99.4,UNCERTAIN,,,1.0,Centrolabrus exoletus,1.0,Centrolabrus melanocercus,DROP_TO_GENUS,LOW,Geographic CONFIRMED but missing congeners in DB - cannot validate,Centrolabrus sp. cf. exoletus
ASV233,Eukaryota,Chordata,Mammalia,Artiodactyla,Artiodactyla,Artiodactyla,Artiodactyla,Eukaryota,,Artiodactyla,Artiodactyla,,,,,,,,,,,,,GENUS_ONLY_NO_REF,,,,,,,DROP_TO_GENUS,LOW,"Unhandled case: occ=None, db=GENUS_ONLY_NO_REF",
ASV234,Eukaryota,Chordata,Aves,Passeriformes,Corvidae,Pica,Pica pica,Eukaryota,Pica pica,Pica pica,Pica pica,Pica pica,113832,113832,0,0,,,True,True,CONFIRMED,,100.0,NO_CONGENERS,,,0.0,,0.0,,KEEP,MEDIUM,"Geographic CONFIRMED, 100.0% match (monotypic/rare genus)",Pica pica
ASV235,Eukaryota,Chordata,Actinopteri,Gadiformes,Lotidae,Brosme,Brosme brosme,Eukaryota,Brosme brosme,Brosme brosme,Brosme brosme 5,Brosme brosme,553,123,430,0,,,True,True,CONFIRMED,,98.8,UNCERTAIN,,,1.0,Brosme brosme,4.0,Brosmius andrussovi; Brosmius exiguus; Brosmius udanad; Brosmius venustus,DROP_TO_GENUS,LOW,Geographic CONFIRMED but missing congeners in DB - cannot validate,Brosme sp. cf. brosme
ASV237,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo macrostigma,Eukaryota,Salmo macrostigma,Salmo macrostigma,Salmo macrostigma 2,Salmo macrostigma,219,210,9,2144.0742965504915,44.233611,10.364444,False,False,DOUBTFUL,Fario aurora; Salmo abanticus; Salmo adirondacus; Salmo akairos; Salmo alipes; Salmo americanus; Salmo aphelios; Salmo arabatsch; Salmo araxensis; Salmo arcticus; Salmo arcturus; Salmo ardahanensis; Salmo auratus; Salmo balcanicus; Salmo baliki; Salmo bathoecetor; Salmo bodschac; Salmo boops; Salmo brasiliensis; Salmo callaris; Salmo campbelli; Salmo carinatus; Salmo carpio; Salmo caspius; Salmo cenerinus; Salmo cettii; Salmo chilo; Salmo chimbure; Salmo ciscaucasicus; Salmo coruhensis; Salmo curima; Salmo curimata; Salmo cyprinoides; Salmo dentex; Salmo denticulosus; Salmo digitalis; Salmo duhani; Salmo edentulus; Salmo eremogenes; Salmo erythraeus; Salmo erythrinus; Salmo erythrophthalmus; Salmo erythrorynchos; Salmo euphrataeus; Salmo evermanni; Salmo ezenami; Salmo fahrettini; Salmo farioides; Salmo ferox; Salmo fibreni; Salmo germanorum; Salmo gibber; Salmo gillaroo; Salmo gracilis; Salmo grandoculus; Salmo gronovii; Salmo hearnii; Salmo hoodii; Salmo icimus; Salmo illanken; Salmo inghaghitsh; Salmo ischchan; Salmo japonensis; Salmo jaraqui; Salmo kayko; Salmo kottelati; Salmo kundsha; Salmo kunsha; Salmo labecula; Salmo labrax; Salmo laevigatus; Salmo leptosoma; Salmo letnica; Salmo lodde; Salmo lossos; Salmo lourosensis; Salmo lucius; Salmo lumi; Salmo lycaodon; Salmo macedonicus; Salmo marmoratus; Salmo matrincham; Salmo melampterus; Salmo melanurus; Salmo mendocinensis; Salmo microcephalus; Salmo microps; Salmo montenigrinus; Salmo muchsan; Salmo muikisi; Salmo multipunctata; Salmo munzuricus; Salmo murathani; Salmo naresii; Salmo nigrescens; Salmo nigripinnis; Salmo nitidus; Salmo notatus; Salmo nummifer; Salmo obtusirostris; Salmo ochiutus; Salmo octoradiatus; Salmo ohridanus; Salmo okumusi; Salmo omul; Salmo opimus; Salmo ovatus; Salmo pacu; Salmo pacupeba; Salmo pallaryi; Salmo parr; Salmo pelagonicus; Salmo pellegrini; Salmo pennanti; Salmo pequira; Salmo peristericus; Salmo piraputanga; Salmo platycephalus; Salmo pomatops; Salmo punctatus; Salmo reidur; Salmo rhodanensis; Salmo rivalis; Salmo rizeensis; Salmo roosevelti; Salmo roschal; Salmo rosei; Salmo rossii; Salmo sachicanga; Salmo salar; Salmo salaroides; Salmo samlet; Salmo saramao; Salmo schiefermuelleri; Salmo schrankii; Salmo septemradiatus; Salmo spec; Salmo spilurus; Salmo stomachicus; Salmo taleri; Salmo tamuco; Salmo tapdisma; Salmo tigridis; Salmo trigintaoctoradiatus; Salmo trutta; Salmo truttasalar; Salmo tumbel; Salmo undecimradiatus; Salmo ursinus; Salmo vario; Salmo villosus; Salmo viridis; Salmo visovacensis; Salmo wimba; Salmo zrmanjaensis,98.8,REASSIGN,Salmo trutta,100.0,12.0,Salmo carpio; Salmo caspius; Salmo cenerinus; Salmo ischchan; Salmo labrax; Salmo macrostigma; Salmo marmoratus; Salmo obtusirostris; Salmo pallaryi; Salmo rhodanensis,144.0,Fario aurora; Salmo abanticus; Salmo adirondacus; Salmo akairos; Salmo alipes; Salmo americanus; Salmo aphelios; Salmo arabatsch; Salmo araxensis; Salmo arcticus,DROP_TO_GENUS,MEDIUM,Better DB match (Salmo trutta) not local; assigned only 98.8%,
ASV238,Eukaryota,Chordata,Chordata,Chordata,Chordata,Chordata,Chordata,Eukaryota,,Chordata,Chordata,,,,,,,,,,,,,GENUS_ONLY_NO_REF,,,,,,,DROP_TO_GENUS,LOW,"Unhandled case: occ=None, db=GENUS_ONLY_NO_REF",
ASV240,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea,Eukaryota,,Clupea,Clupea 6,,,,,,,,,,,,0.0,GENUS_ONLY,Clupea pallasii,94.8,2.0,Clupea harengus; Clupea pallasii,0.0,,DROP_TO_GENUS,LOW,"Unhandled case: occ=None, db=GENUS_ONLY",
ASV241,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Pollachius,Pollachius virens,Eukaryota,Pollachius virens,Pollachius virens,Pollachius virens 8,Pollachius virens,1925,457,1468,0,,,True,True,CONFIRMED,,98.8,LIKELY,Pollachius pollachius,98.2,2.0,Pollachius pollachius; Pollachius virens,0.0,,KEEP,MEDIUM,Geographic CONFIRMED + sequence 98.8%,Pollachius virens
ASV242,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,Gobiusculus,Gobiusculus flavescens,Eukaryota,Gobiusculus flavescens,Gobiusculus flavescens,Gobiusculus flavescens 6,Gobiusculus flavescens,161,141,20,0,,,True,True,CONFIRMED,,99.4,UNCERTAIN,,,1.0,Gobiusculus flavescens,1.0,Gobiusculus flavenscens,DROP_TO_GENUS,LOW,Geographic CONFIRMED but missing congeners in DB - cannot validate,Gobiusculus sp. cf. flavescens
ASV243,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Ctenolabrus,Ctenolabrus rupestris,Eukaryota,Ctenolabrus rupestris,Ctenolabrus rupestris,Ctenolabrus rupestris 13,Ctenolabrus rupestris,688,113,575,0,,,True,True,CONFIRMED,,97.1,UNCERTAIN,,,1.0,Ctenolabrus rupestris,1.0,Ctenolabrus knoxi,DROP_TO_GENUS,MEDIUM,Geographic CONFIRMED but sequence only 97.1% (below 98.0% threshold),Ctenolabrus sp. cf. rupestris
ASV244,Eukaryota,Chordata,Actinopteri,Blenniiformes,Blenniidae,Lipophrys,Lipophrys pholis,Eukaryota,Lipophrys pholis,Lipophrys pholis,Lipophrys pholis 2,Lipophrys pholis,21,21,0,0,,,True,True,CONFIRMED,,99.4,CONFIDENT,,,2.0,Lipophrys pholis; Lipophrys trigloides,0.0,,KEEP,HIGH,Geographic CONFIRMED + sequence match (99.4%),Lipophrys pholis
ASV245,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,Crystallogobius,Crystallogobius linearis,Eukaryota,Crystallogobius linearis,Crystallogobius linearis,Crystallogobius linearis 3,Crystallogobius linearis,7,2,5,0,,,True,True,CONFIRMED,,98.8,LIKELY,,,1.0,Crystallogobius linearis,0.0,,KEEP,MEDIUM,Geographic CONFIRMED + sequence 98.8%,Crystallogobius linearis
ASV246,Eukaryota,Chordata,Aves,Passeriformes,Hirundinidae,Delichon,Delichon urbicum,Eukaryota,Delichon urbicum,Delichon urbicum,Delichon urbicum,Delichon urbicum,12609,12609,0,0,,,True,True,CONFIRMED,,100.0,CONFIDENT,,,1.0,Delichon urbicum,2.0,Delichon dasypus; Delichon nipalense,KEEP,HIGH,Geographic CONFIRMED + sequence match (100.0%),Delichon urbicum
ASV247,Eukaryota,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Phoxinus,Phoxinus phoxinus,Eukaryota,Phoxinus phoxinus,Phoxinus phoxinus,Phoxinus phoxinus,Phoxinus phoxinus,4604,4604,0,0,,,True,True,CONFIRMED,,98.9,UNCERTAIN,Phoxinus fayollarum,98.3,9.0,Phoxinus bigerri; Phoxinus dragarum; Phoxinus fayollarum; Phoxinus keumkang; Phoxinus phoxinus; Phoxinus semotilus; Phoxinus septimaniae; Phoxinus steindachneri; Phoxinus ujmonensis,18.0,Phoxinus apollonicus; Phoxinus brachyurus; Phoxinus colchicus; Phoxinus grumi; Phoxinus issykkulensis; Phoxinus jouyi; Phoxinus karsticus; Phoxinus ketmaieri; Phoxinus krkae; Phoxinus kuldschiensis,DROP_TO_GENUS,LOW,Geographic CONFIRMED but missing congeners in DB - cannot validate,Phoxinus sp. cf. phoxinus
ASV248,Eukaryota,Chordata,Actinopteri,Perciformes,Perciformes,Perciformes,Perciformes,Eukaryota,,Perciformes,Perciformes,,,,,,,,,,,,,GENUS_ONLY_NO_REF,,,,,,,DROP_TO_GENUS,LOW,"Unhandled case: occ=None, db=GENUS_ONLY_NO_REF",
ASV249,Eukaryota,Chordata,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,Gasterosteus,Eukaryota,,Gasterosteus,Gasterosteus 1,,,,,,,,,,,,0.0,GENUS_ONLY,Gasterosteus gymnurus,96.4,4.0,Gasterosteus aculeatus; Gasterosteus gymnurus; Gasterosteus nipponicus; Gasterosteus wheatlandi,0.0,,DROP_TO_GENUS,LOW,"Unhandled case: occ=None, db=GENUS_ONLY",
ASV250,Eukaryota,Chordata,Actinopteri,Perciformes,Gasterosteidae,Spinachia,Spinachia spinachia,Eukaryota,Spinachia spinachia,Spinachia spinachia,Spinachia spinachia,Spinachia spinachia,55,54,1,0,,,True,True,CONFIRMED,,99.4,UNCERTAIN,,,1.0,Spinachia spinachia,1.0,Spinachia linnei,DROP_TO_GENUS,LOW,Geographic CONFIRMED but missing congeners in DB - cannot validate,Spinachia sp. cf. spinachia
ASV251,Eukaryota,Chordata,Aves,Passeriformes,Paridae,Parus,Parus major,Eukaryota,Parus major,Parus major,Parus major,Parus major,171695,171695,0,0,,,True,True,CONFIRMED,,100.0,CONFIDENT,Parus monticolus,97.8,2.0,Parus major; Parus monticolus,38.0,Parus afer; Parus albiventris; Parus alpinus; Parus amabilis; Parus aplonotus; Parus aureola; Parus carpi; Parus cinerascens; Parus cinereus; Parus dichrous,KEEP,HIGH,Geographic CONFIRMED + sequence match (100.0%),Parus major
ASV252,Eukaryota,Chordata,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,Eukaryota,Merluccius merluccius,Merluccius merluccius,Merluccius merluccius 2,Merluccius merluccius,416,57,359,0,,,True,True,CONFIRMED,,98.8,UNCERTAIN,Merluccius capensis,97.7,12.0,Merluccius albidus; Merluccius angustimanus; Merluccius australis; Merluccius bilinearis; Merluccius capensis; Merluccius gayi; Merluccius hubbsi; Merluccius merluccius; Merluccius paradoxus; Merluccius polli,26.0,Gobius macroactus; Merluccius abreviatus; Merluccius argentatus; Merluccius athanasiui; Merluccius attenuatus; Merluccius balticus; Merluccius emarginatus; Merluccius fimbriatus; Merluccius guttatus; Merluccius hernandezi,DROP_TO_GENUS,LOW,Geographic CONFIRMED but missing congeners in DB - cannot validate,Merluccius sp. cf. merluccius
ASV253,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,Eukaryota,Clupea pallasii,Clupea pallasii,Clupea pallasii 13,Clupea pallasii,6,6,0,799.967717003177,,,False,False,POSSIBLE,Clupea anomalura; Clupea arcuata; Clupea arezedi; Clupea beurardi; Clupea brevis; Clupea chinensis; Clupea chrysotaenia; Clupea curta; Clupea dentex; Clupea elongata; Clupea fimbriata; Clupea gasterostea; Clupea gigantea; Clupea guestfalica; Clupea hadleyi; Clupea harengus; Clupea ignota; Clupea inermis; Clupea inflata; Clupea laccia; Clupea longimana; Clupea macrocephala; Clupea macrochira; Clupea macropthalma; Clupea macroura; Clupea manulensis; Clupea marisalbi; Clupea megapteryx; Clupea melastoma; Clupea membras; Clupea montevideo; Clupea opisthopteryx; Clupea papalina; Clupea piltschardus; Clupea polyachanthina; Clupea rex; Clupea sardinites; Clupea saulos; Clupea scheuchseri; Clupea smaragdina; Clupea spec; Clupea sulcata; Clupea suworowi; Clupea tenuissima; Clupea testis; Clupea tiejei; Clupea tobarana; Clupea trigintaoctoradiata; Clupea trinacridis; Clupea ventricosa; Clupea verticalis; Clupea vigintiquiniradiata; Clupea vigintiradiata; Clupea vittargentea; Clupea vittata; Clupea voinovi; Clupea weileri; Clupea xenophanis; Clupea zanclea; Sardinella caudata,84.9,UNCERTAIN,,,2.0,Clupea harengus; Clupea pallasii,59.0,Clupea anomalura; Clupea arcuata; Clupea arezedi; Clupea beurardi; Clupea brevis; Clupea chinensis; Clupea chrysotaenia; Clupea curta; Clupea dentex; Clupea elongata,DROP_TO_ORDER,HIGH,Sequence only 84.9% - below family threshold (88.0%),
ASV254,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,Gobiusculus,Gobiusculus flavescens,Eukaryota,Gobiusculus flavescens,Gobiusculus flavescens,Gobiusculus flavescens 7,Gobiusculus flavescens,161,141,20,0,,,True,True,CONFIRMED,,98.8,UNCERTAIN,,,1.0,Gobiusculus flavescens,1.0,Gobiusculus flavenscens,DROP_TO_GENUS,LOW,Geographic CONFIRMED but missing congeners in DB - cannot validate,Gobiusculus sp. cf. flavescens
ASV256,Eukaryota,Chordata,Aves,Charadriiformes,Laridae,Larus,Larus brachyrhynchus,Eukaryota,Larus brachyrhynchus,Larus brachyrhynchus,Larus brachyrhynchus,Larus brachyrhynchus,705110,705110,0,6794.420386790887,49.330812,-123.264756,False,False,DOUBTFUL,Laroides chalcopterus; Larus arcticus; Larus argentatus; Larus argentatus x hyperboreus; Larus argentatus x marinus; Larus argenteus; Larus armenicus; Larus atlanticus; Larus belcheri; Larus bulleri; Larus cachinnans; Larus cachinnans x argentatus; Larus cachinnans x michahellis; Larus californicus; Larus canus; Larus cinerarius; Larus crassirostris; Larus delawarensis; Larus dolnicensis; Larus dominicanus; Larus elmorei; Larus flavipes; Larus fuscus; Larus fuscus x argentatus; Larus glaucescens; Larus glaucodes; Larus glaucoides; Larus heermanni; Larus hutchinsii; Larus hyperboreus; Larus icthyaetus; Larus kamtschatschensis; Larus lacus; Larus leucopterus; Larus livens; Larus marinus; Larus medius; Larus michahellis; Larus niveus; Larus occidentalis; Larus oregonus; Larus pacificus; Larus perpetuus; Larus pristinus; Larus raemdonckii; Larus robustus; Larus schistisagus; Larus septentrionalis; Larus smithsonianus; Larus spec; Larus utunui; Larus vegae,100.0,CONFIDENT,Larus canus,100.0,13.0,Larus argentatus; Larus brachyrhynchus; Larus canus; Larus crassirostris; Larus delawarensis; Larus dominicanus; Larus glaucoides; Larus heermanni; Larus hyperboreus; Larus marinus,40.0,Laroides chalcopterus; Larus arcticus; Larus argentatus x hyperboreus; Larus argentatus x marinus; Larus argenteus; Larus armenicus; Larus atlanticus; Larus belcheri; Larus bulleri; Larus cachinnans,DROP_TO_GENUS,HIGH,6794km away; local congener(s) match equally - likely local species,
ASV257,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Platichthys,Platichthys stellatus,Eukaryota,Platichthys stellatus,Platichthys stellatus,Platichthys stellatus 5,Platichthys stellatus,19811,12106,7705,4573.044400674077,68.16666666666667,-108.833333333333,False,False,DOUBTFUL,Passer oculatus; Platichthys flesus; Platichthys solemdali,98.8,UNCERTAIN,,,2.0,Platichthys flesus; Platichthys stellatus,2.0,Passer oculatus; Platichthys solemdali,DROP_TO_GENUS,MEDIUM,4573km from known range with 3 local congener(s),
ASV258,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,Eukaryota,Clupea pallasii,Clupea pallasii,Clupea pallasii 14,Clupea pallasii,6,6,0,799.967717003177,,,False,False,POSSIBLE,Clupea anomalura; Clupea arcuata; Clupea arezedi; Clupea beurardi; Clupea brevis; Clupea chinensis; Clupea chrysotaenia; Clupea curta; Clupea dentex; Clupea elongata; Clupea fimbriata; Clupea gasterostea; Clupea gigantea; Clupea guestfalica; Clupea hadleyi; Clupea harengus; Clupea ignota; Clupea inermis; Clupea inflata; Clupea laccia; Clupea longimana; Clupea macrocephala; Clupea macrochira; Clupea macropthalma; Clupea macroura; Clupea manulensis; Clupea marisalbi; Clupea megapteryx; Clupea melastoma; Clupea membras; Clupea montevideo; Clupea opisthopteryx; Clupea papalina; Clupea piltschardus; Clupea polyachanthina; Clupea rex; Clupea sardinites; Clupea saulos; Clupea scheuchseri; Clupea smaragdina; Clupea spec; Clupea sulcata; Clupea suworowi; Clupea tenuissima; Clupea testis; Clupea tiejei; Clupea tobarana; Clupea trigintaoctoradiata; Clupea trinacridis; Clupea ventricosa; Clupea verticalis; Clupea vigintiquiniradiata; Clupea vigintiradiata; Clupea vittargentea; Clupea vittata; Clupea voinovi; Clupea weileri; Clupea xenophanis; Clupea zanclea; Sardinella caudata,98.3,UNCERTAIN,,,2.0,Clupea harengus; Clupea pallasii,59.0,Clupea anomalura; Clupea arcuata; Clupea arezedi; Clupea beurardi; Clupea brevis; Clupea chinensis; Clupea chrysotaenia; Clupea curta; Clupea dentex; Clupea elongata,DROP_TO_GENUS,MEDIUM,800km from known range with 60 local congener(s),
ASV259,Eukaryota,Chordata,Actinopteri,Gadiformes,Lotidae,Molva,Molva molva,Eukaryota,Molva molva,Molva molva,Molva molva 6,Molva molva,584,156,428,0,,,True,True,CONFIRMED,,100.0,CONFIDENT,Molva dypterygia,94.7,3.0,Molva dypterygia; Molva macrophthalma; Molva molva,3.0,Molva dubia; Molva huntia; Molva palaeomorpha,KEEP,HIGH,Geographic CONFIRMED + sequence match (100.0%),Molva molva
ASV260,Eukaryota,Chordata,Actinopteri,Perciformes,Cottidae,Myoxocephalus,Myoxocephalus quadricornis,Eukaryota,Myoxocephalus quadricornis,Myoxocephalus quadricornis,Myoxocephalus quadricornis 5,Myoxocephalus quadricornis,2112,1304,808,288.88861603725195,,,False,True,PLAUSIBLE,Acanthocottus aeneus; Acanthocottus inermis; Acanthocottus mucosus; Acanthocottus ocellatus; Acanthocottus patris; Ainocottus fasciatus; Myoxocephalus aenaeus; Myoxocephalus batrachoides; Myoxocephalus brandtii; Myoxocephalus edomius; Myoxocephalus jaok; Myoxocephalus matsubarai; Myoxocephalus niger; Myoxocephalus ochotensis; Myoxocephalus octodecemspinosus; Myoxocephalus polyacanthocephalus; Myoxocephalus scorpioides; Myoxocephalus scorpiu; Myoxocephalus scorpius; Myoxocephalus sinensis; Myoxocephalus stelleri; Myoxocephalus thompsonii; Myoxocephalus tuberculatus; Myoxocephalus yesoensis; Triglopsis ontariensis; Triglopsis stimpsonii,99.4,UNCERTAIN,Myoxocephalus scorpius,99.4,9.0,Myoxocephalus aenaeus; Myoxocephalus brandtii; Myoxocephalus jaok; Myoxocephalus octodecemspinosus; Myoxocephalus polyacanthocephalus; Myoxocephalus quadricornis; Myoxocephalus scorpius; Myoxocephalus stelleri; Myoxocephalus thompsonii,18.0,Acanthocottus aeneus; Acanthocottus inermis; Acanthocottus mucosus; Acanthocottus ocellatus; Acanthocottus patris; Ainocottus fasciatus; Myoxocephalus batrachoides; Myoxocephalus edomius; Myoxocephalus matsubarai; Myoxocephalus niger,DROP_TO_GENUS,LOW,Geographic PLAUSIBLE but missing congeners in DB - cannot validate,Myoxocephalus sp. cf. quadricornis
ASV261,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,Pomatoschistus,Pomatoschistus microps,Eukaryota,Pomatoschistus microps,Pomatoschistus microps,Pomatoschistus microps 2,Pomatoschistus microps,1,1,0,0,,,True,True,CONFIRMED,,99.4,UNCERTAIN,Pomatoschistus knerii,95.9,8.0,Pomatoschistus knerii; Pomatoschistus lozanoi; Pomatoschistus marmoratus; Pomatoschistus microps; Pomatoschistus minutus; Pomatoschistus norvegicus; Pomatoschistus pictus; Pomatoschistus quagga,8.0,Pomatoschistus anatoliae; Pomatoschistus bacescui; Pomatoschistus bathi; Pomatoschistus bunyatovi; Pomatoschistus canestrinii; Pomatoschistus montenegrensis; Pomatoschistus nanus; Pomatoschistus tortonesei,DROP_TO_GENUS,LOW,Geographic CONFIRMED but missing congeners in DB - cannot validate,Pomatoschistus sp. cf. microps
ASV262,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo,Eukaryota,,Salmo,Salmo 2,,,,,,,,,,,,0.0,GENUS_ONLY,Salmo trutta,100.0,12.0,Salmo carpio; Salmo caspius; Salmo cenerinus; Salmo ischchan; Salmo labrax; Salmo macrostigma; Salmo marmoratus; Salmo obtusirostris; Salmo pallaryi; Salmo rhodanensis,0.0,,DROP_TO_GENUS,LOW,"Unhandled case: occ=None, db=GENUS_ONLY",
