ASV_ID,kingdom,phylum,class,order,family,genus,species,domain,species_raw,best_id,species_lab,occ_query_name,occ_n_records,occ_n_gbif,occ_n_obis,occ_min_distance_km,occ_nearest_lat,occ_nearest_lon,occ_in_study_area,occ_in_buffer,occ_assessment,occ_congeners_in_region
ASV335,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,Eukaryota,Clupea pallasii,Clupea pallasii,Clupea pallasii 18,Clupea pallasii,6,6,0,799.967717003177,,,False,False,POSSIBLE,Clupea anomalura; Clupea arcuata; Clupea arezedi; Clupea beurardi; Clupea brevis; Clupea chinensis; Clupea chrysotaenia; Clupea curta; Clupea dentex; Clupea elongata; Clupea fimbriata; Clupea gasterostea; Clupea gigantea; Clupea guestfalica; Clupea hadleyi; Clupea harengus; Clupea ignota; Clupea inermis; Clupea inflata; Clupea laccia; Clupea longimana; Clupea macrocephala; Clupea macrochira; Clupea macropthalma; Clupea macroura; Clupea manulensis; Clupea marisalbi; Clupea megapteryx; Clupea melastoma; Clupea membras; Clupea montevideo; Clupea opisthopteryx; Clupea papalina; Clupea piltschardus; Clupea polyachanthina; Clupea rex; Clupea sardinites; Clupea saulos; Clupea scheuchseri; Clupea smaragdina; Clupea spec; Clupea sulcata; Clupea suworowi; Clupea tenuissima; Clupea testis; Clupea tiejei; Clupea tobarana; Clupea trigintaoctoradiata; Clupea trinacridis; Clupea ventricosa; Clupea verticalis; Clupea vigintiquiniradiata; Clupea vigintiradiata; Clupea vittargentea; Clupea vittata; Clupea voinovi; Clupea weileri; Clupea xenophanis; Clupea zanclea; Sardinella caudata
ASV336,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo heidelbergensis,Eukaryota,Homo heidelbergensis,Homo heidelbergensis,Homo heidelbergensis,Homo heidelbergensis,19,19,0,1517.1769755203086,50.869134,-0.69324,False,False,DOUBTFUL,Helacyton gartleri; Homo afer; Homo americanus; Homo antecessor; Homo asiaticus; Homo bodoensis; Homo cepranensis; Homo denisova; Homo erectus; Homo ergaster; Homo europaeus; Homo floresiensis; Homo gautengensis; Homo georgicus; Homo habilis; Homo helmei; Homo longi; Homo luzonensis; Homo naledi; Homo neanderthalensis; Homo njarasensis; Homo rhodesiensis; Homo rudolfensis; Homo sapiens; Homo stultae; Homo tsaichangensis; Kenyanthropus platyops
ASV338,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo,Eukaryota,,Salmo,Salmo 5,,,,,,,,,,,
ASV339,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salvelinus,Salvelinus curilus,Eukaryota,Salvelinus curilus,Salvelinus curilus,Salvelinus curilus 6,Salvelinus curilus,182,118,64,3592.6354072858476,63.7261,-68.5156,False,False,DOUBTFUL,Salvelinus agassizii; Salvelinus albus; Salvelinus alpinus; Salvelinus anaktuvukensis; Salvelinus andriashevi; Salvelinus angustus; Salvelinus boganidae; Salvelinus colii; Salvelinus confluentus; Salvelinus czerskii; Salvelinus drjagini; Salvelinus elgyticus; Salvelinus evasus; Salvelinus faroensis; Salvelinus fimbriatus; Salvelinus fontinalis; Salvelinus gracillimus; Salvelinus grayi; Salvelinus gritzenkoi; Salvelinus inframundus; Salvelinus jacuticus; Salvelinus japonicus; Salvelinus killinensis; Salvelinus kingi; Salvelinus krogiusae; Salvelinus kronocius; Salvelinus kuznetzovi; Salvelinus lepechini; Salvelinus leucomaenis; Salvelinus levanidovi; Salvelinus lonsdalii; Salvelinus mallochi; Salvelinus malma; Salvelinus maxillaris; Salvelinus multidentatus; Salvelinus murta; Salvelinus namaycush; Salvelinus neiva; Salvelinus neocomensis; Salvelinus obtusus; Salvelinus perisii; Salvelinus profundus; Salvelinus salvelinoinsularis; Salvelinus schmidti; Salvelinus struanensis; Salvelinus taimyricus; Salvelinus taranetzi; Salvelinus thingvallensis; Salvelinus tolmachoffi; Salvelinus umbla; Salvelinus vasiljevae; Salvelinus willoughbii; Salvelinus youngeri
ASV340,Eukaryota,Chordata,Actinopteri,Perciformes,Pholidae,Pholis,Pholis,Eukaryota,,Pholis,Pholis 3,,,,,,,,,,,
ASV346,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Ctenolabrus,Ctenolabrus rupestris,Eukaryota,Ctenolabrus rupestris,Ctenolabrus rupestris,Ctenolabrus rupestris 18,Ctenolabrus rupestris,688,113,575,0,,,True,True,CONFIRMED,
ASV347,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Ctenolabrus,Ctenolabrus rupestris,Eukaryota,Ctenolabrus rupestris,Ctenolabrus rupestris,Ctenolabrus rupestris 19,Ctenolabrus rupestris,688,113,575,0,,,True,True,CONFIRMED,
ASV351,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo,Eukaryota,,Salmo,Salmo 6,,,,,,,,,,,
ASV352,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo,Eukaryota,,Salmo,Salmo 7,,,,,,,,,,,
ASV353,Eukaryota,Chordata,Actinopteri,Gadiformes,Lotidae,Molva,Molva molva,Eukaryota,Molva molva,Molva molva,Molva molva 8,Molva molva,584,156,428,0,,,True,True,CONFIRMED,
ASV355,Eukaryota,Chordata,Aves,Anseriformes,Anatidae,Mergus,Mergus merganser,Eukaryota,Mergus merganser,Mergus merganser,Mergus merganser,Mergus merganser,36412,36057,355,0,,,True,True,CONFIRMED,
ASV358,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo labrax,Eukaryota,Salmo labrax,Salmo labrax,Salmo labrax 2,Salmo labrax,111,111,0,1764.8323480685733,47.85,13.8,False,False,DOUBTFUL,
ASV359,Eukaryota,Chordata,Aves,Passeriformes,Motacillidae,Motacilla,Motacilla tschutschensis,Eukaryota,Motacilla tschutschensis,Motacilla tschutschensis,Motacilla tschutschensis,Motacilla tschutschensis,27,27,0,0,,,True,True,CONFIRMED,
ASV362,Eukaryota,Chordata,Actinopteri,Scombriformes,Scombridae,Scomber,Scomber scombrus,Eukaryota,Scomber scombrus,Scomber scombrus,Scomber scombrus 9,Scomber scombrus,686,265,421,0,,,True,True,CONFIRMED,
ASV364,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Scophthalmidae,Zeugopterus,Zeugopterus norvegicus,Eukaryota,Zeugopterus norvegicus,Zeugopterus norvegicus,Zeugopterus norvegicus 4,Zeugopterus norvegicus,36,20,16,0,,,True,True,CONFIRMED,
ASV365,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Pleuronectidae,Pleuronectidae,Eukaryota,,Pleuronectidae,Pleuronectidae 5,,,,,,,,,,,
ASV369,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Ctenolabrus,Ctenolabrus rupestris,Eukaryota,Ctenolabrus rupestris,Ctenolabrus rupestris,Ctenolabrus rupestris 20,Ctenolabrus rupestris,688,113,575,0,,,True,True,CONFIRMED,
ASV370,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Gadus,Gadus finnmarchicus,Eukaryota,Gadus finnmarchicus,Gadus finnmarchicus,Gadus finnmarchicus,Gadus finnmarchicus,1,1,0,884.3302780203319,,,False,False,POSSIBLE,
ASV374,Eukaryota,Chordata,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,Eukaryota,,Mammalia,Mammalia 4,,,,,,,,,,,
ASV376,Eukaryota,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Phoxinus,Phoxinus,Eukaryota,,Phoxinus,Phoxinus 25,,,,,,,,,,,
ASV377,Eukaryota,Chordata,Actinopteri,Perciformes,Cottidae,Myoxocephalus,Myoxocephalus thompsonii,Eukaryota,Myoxocephalus thompsonii,Myoxocephalus thompsonii,Myoxocephalus thompsonii,Myoxocephalus thompsonii,1,1,0,669.0630075592901,,,False,True,PLAUSIBLE,Acanthocottus aeneus; Acanthocottus inermis; Acanthocottus mucosus; Acanthocottus ocellatus; Acanthocottus patris; Ainocottus fasciatus; Myoxocephalus aenaeus; Myoxocephalus batrachoides; Myoxocephalus brandtii; Myoxocephalus edomius; Myoxocephalus jaok; Myoxocephalus matsubarai; Myoxocephalus niger; Myoxocephalus ochotensis; Myoxocephalus octodecemspinosus; Myoxocephalus polyacanthocephalus; Myoxocephalus quadricornis; Myoxocephalus scorpioides; Myoxocephalus scorpiu; Myoxocephalus scorpius; Myoxocephalus sinensis; Myoxocephalus stelleri; Myoxocephalus tuberculatus; Myoxocephalus yesoensis; Triglopsis ontariensis; Triglopsis stimpsonii
ASV378,Eukaryota,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Entelurus,Entelurus aequoreus,Eukaryota,Entelurus aequoreus,Entelurus aequoreus,Entelurus aequoreus,Entelurus aequoreus,50,17,33,0,,,True,True,CONFIRMED,
ASV379,Eukaryota,Chordata,Mammalia,Rodentia,Muridae,Apodemus,Apodemus sylvaticus,Eukaryota,Apodemus sylvaticus,Apodemus sylvaticus,Apodemus sylvaticus,Apodemus sylvaticus,389,389,0,0,,,True,True,CONFIRMED,
ASV385,Eukaryota,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis margarita,Eukaryota,Felis margarita,Felis margarita,Felis margarita,Felis margarita,79,79,0,3799.3259782490954,30.414948,-4.395313,False,False,DOUBTFUL,
ASV387,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo labrax,Eukaryota,Salmo labrax,Salmo labrax,Salmo labrax 3,Salmo labrax,111,111,0,1764.8323480685733,47.85,13.8,False,False,DOUBTFUL,
ASV388,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Symphodus,Symphodus melops,Eukaryota,Symphodus melops,Symphodus melops,Symphodus melops 3,Symphodus melops,307,64,243,0,,,True,True,CONFIRMED,
ASV389,Eukaryota,Chordata,Mammalia,Rodentia,Muridae,Rattus,Rattus norvegicus,Eukaryota,Rattus norvegicus,Rattus norvegicus,Rattus norvegicus,Rattus norvegicus,417,417,0,0,,,True,True,CONFIRMED,
ASV390,Eukaryota,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Phoxinus,Phoxinus,Eukaryota,,Phoxinus,Phoxinus 26,,,,,,,,,,,
ASV397,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo,Eukaryota,,Salmo,Salmo 8,,,,,,,,,,,
ASV398,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Pleuronectidae,Pleuronectidae,Eukaryota,,Pleuronectidae,Pleuronectidae 6,,,,,,,,,,,
ASV399,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupeidae,Clupeidae,Eukaryota,,Clupeidae,Clupeidae 1,,,,,,,,,,,
ASV401,Eukaryota,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Phoxinus,Phoxinus,Eukaryota,,Phoxinus,Phoxinus 27,,,,,,,,,,,
ASV403,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Symphodus,Symphodus melops,Eukaryota,Symphodus melops,Symphodus melops,Symphodus melops 4,Symphodus melops,307,64,243,0,,,True,True,CONFIRMED,
ASV404,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Pleuronectidae,Pleuronectidae,Eukaryota,,Pleuronectidae,Pleuronectidae 7,,,,,,,,,,,
ASV408,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo,Eukaryota,,Salmo,Salmo 9,,,,,,,,,,,
ASV411,Eukaryota,Chordata,Aves,Gaviiformes,Gaviidae,Gavia,Gavia stellata,Eukaryota,Gavia stellata,Gavia stellata,Gavia stellata,Gavia stellata,38453,37515,938,0,,,True,True,CONFIRMED,
ASV412,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupeidae,Clupeidae,Eukaryota,,Clupeidae,Clupeidae 2,,,,,,,,,,,
ASV415,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,Eukaryota,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Melanogrammus aeglefinus 3,Melanogrammus aeglefinus,1003,172,831,0,,,True,True,CONFIRMED,
ASV416,Eukaryota,Chordata,Mammalia,Eulipotyphla,Soricidae,Sorex,Sorex araneus,Eukaryota,Sorex araneus,Sorex araneus,Sorex araneus,Sorex araneus,1127,1127,0,0,,,True,True,CONFIRMED,
ASV417,Eukaryota,Chordata,Actinopteri,Scombriformes,Scombridae,Scomber,Scomber scombrus,Eukaryota,Scomber scombrus,Scomber scombrus,Scomber scombrus 10,Scomber scombrus,686,265,421,0,,,True,True,CONFIRMED,
ASV421,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Ctenolabrus,Ctenolabrus rupestris,Eukaryota,Ctenolabrus rupestris,Ctenolabrus rupestris,Ctenolabrus rupestris 21,Ctenolabrus rupestris,688,113,575,0,,,True,True,CONFIRMED,
ASV422,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea,Eukaryota,,Clupea,Clupea 8,,,,,,,,,,,
ASV423,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupeidae,Clupeidae,Eukaryota,,Clupeidae,Clupeidae 3,,,,,,,,,,,
ASV424,Eukaryota,Chordata,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,Gasterosteus gymnurus,Eukaryota,Gasterosteus gymnurus,Gasterosteus gymnurus,Gasterosteus gymnurus 2,Gasterosteus gymnurus,6,0,6,0,,,True,True,CONFIRMED,
ASV425,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Ctenolabrus,Ctenolabrus rupestris,Eukaryota,Ctenolabrus rupestris,Ctenolabrus rupestris,Ctenolabrus rupestris 22,Ctenolabrus rupestris,688,113,575,0,,,True,True,CONFIRMED,
ASV426,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Ctenolabrus,Ctenolabrus rupestris,Eukaryota,Ctenolabrus rupestris,Ctenolabrus rupestris,Ctenolabrus rupestris 23,Ctenolabrus rupestris,688,113,575,0,,,True,True,CONFIRMED,
ASV427,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Pollachius,Pollachius,Eukaryota,,Pollachius,Pollachius,,,,,,,,,,,
ASV428,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Ctenolabrus,Ctenolabrus rupestris,Eukaryota,Ctenolabrus rupestris,Ctenolabrus rupestris,Ctenolabrus rupestris 24,Ctenolabrus rupestris,688,113,575,0,,,True,True,CONFIRMED,
ASV429,Eukaryota,Chordata,Mammalia,Perissodactyla,Equidae,Equus,Equus caballus,Eukaryota,Equus caballus,Equus caballus,Equus caballus,Equus caballus,4,4,0,0,,,True,True,CONFIRMED,
ASV432,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Pollachius,Pollachius virens,Eukaryota,Pollachius virens,Pollachius virens,Pollachius virens 13,Pollachius virens,1925,457,1468,0,,,True,True,CONFIRMED,
ASV433,Eukaryota,Chordata,Actinopteri,Perciformes,Pholidae,Pholis,Pholis,Eukaryota,,Pholis,Pholis 4,,,,,,,,,,,
ASV434,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo,Eukaryota,,Salmo,Salmo 10,,,,,,,,,,,
ASV436,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,Pomatoschistus,Pomatoschistus pictus,Eukaryota,Pomatoschistus pictus,Pomatoschistus pictus,Pomatoschistus pictus 4,Pomatoschistus pictus,19,18,1,0,,,True,True,CONFIRMED,
ASV437,Eukaryota,Chordata,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,Gasterosteus,Eukaryota,,Gasterosteus,Gasterosteus 2,,,,,,,,,,,
ASV438,Eukaryota,Chordata,Actinopteri,Actinopteri,Actinopteri,Actinopteri,Actinopteri,Eukaryota,,Actinopteri,Actinopteri 3,,,,,,,,,,,
ASV439,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupeidae,Clupeidae,Eukaryota,,Clupeidae,Clupeidae 4,,,,,,,,,,,
ASV443,Eukaryota,Chordata,Actinopteri,Perciformes,Pholidae,Pholis,Pholis crassispina,Eukaryota,Pholis crassispina,Pholis crassispina,Pholis crassispina 3,Pholis crassispina,386,238,148,4982.431089372524,45.0823,-67.088083,False,False,DOUBTFUL,Centronotus islandicus; Gunnellus crassispina; Gunnellus ruberrimus; Gunnellus vulgaris; Pholis clemensi; Pholis fangi; Pholis fasciata; Pholis gunnellus; Pholis laeta; Pholis nea; Pholis nebulosa; Pholis ornata; Pholis picta; Pholis schultzi
ASV444,Eukaryota,Chordata,Actinopteri,Perciformes,Pholidae,Pholis,Pholis crassispina,Eukaryota,Pholis crassispina,Pholis crassispina,Pholis crassispina 4,Pholis crassispina,386,238,148,4982.431089372524,45.0823,-67.088083,False,False,DOUBTFUL,Centronotus islandicus; Gunnellus crassispina; Gunnellus ruberrimus; Gunnellus vulgaris; Pholis clemensi; Pholis fangi; Pholis fasciata; Pholis gunnellus; Pholis laeta; Pholis nea; Pholis nebulosa; Pholis ornata; Pholis picta; Pholis schultzi
ASV446,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Ctenolabrus,Ctenolabrus rupestris,Eukaryota,Ctenolabrus rupestris,Ctenolabrus rupestris,Ctenolabrus rupestris 25,Ctenolabrus rupestris,688,113,575,0,,,True,True,CONFIRMED,
ASV447,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Labrus,Labrus mixtus,Eukaryota,Labrus mixtus,Labrus mixtus,Labrus mixtus 4,Labrus mixtus,471,123,348,0,,,True,True,CONFIRMED,
ASV448,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo,Eukaryota,,Homo,Homo,,,,,,,,,,,
ASV449,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo,Eukaryota,,Salmo,Salmo 11,,,,,,,,,,,
ASV450,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,Eukaryota,Clupea pallasii,Clupea pallasii,Clupea pallasii 19,Clupea pallasii,6,6,0,799.967717003177,,,False,False,POSSIBLE,Clupea anomalura; Clupea arcuata; Clupea arezedi; Clupea beurardi; Clupea brevis; Clupea chinensis; Clupea chrysotaenia; Clupea curta; Clupea dentex; Clupea elongata; Clupea fimbriata; Clupea gasterostea; Clupea gigantea; Clupea guestfalica; Clupea hadleyi; Clupea harengus; Clupea ignota; Clupea inermis; Clupea inflata; Clupea laccia; Clupea longimana; Clupea macrocephala; Clupea macrochira; Clupea macropthalma; Clupea macroura; Clupea manulensis; Clupea marisalbi; Clupea megapteryx; Clupea melastoma; Clupea membras; Clupea montevideo; Clupea opisthopteryx; Clupea papalina; Clupea piltschardus; Clupea polyachanthina; Clupea rex; Clupea sardinites; Clupea saulos; Clupea scheuchseri; Clupea smaragdina; Clupea spec; Clupea sulcata; Clupea suworowi; Clupea tenuissima; Clupea testis; Clupea tiejei; Clupea tobarana; Clupea trigintaoctoradiata; Clupea trinacridis; Clupea ventricosa; Clupea verticalis; Clupea vigintiquiniradiata; Clupea vigintiradiata; Clupea vittargentea; Clupea vittata; Clupea voinovi; Clupea weileri; Clupea xenophanis; Clupea zanclea; Sardinella caudata
ASV451,Eukaryota,Chordata,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius senegalensis,Eukaryota,Merluccius senegalensis,Merluccius senegalensis,Merluccius senegalensis 2,Merluccius senegalensis,1035,505,530,3677.3627478973312,32.5578,-9.6245,False,False,DOUBTFUL,Gobius macroactus; Merluccius abreviatus; Merluccius albidus; Merluccius angustimanus; Merluccius argentatus; Merluccius athanasiui; Merluccius attenuatus; Merluccius australis; Merluccius balticus; Merluccius bilinearis; Merluccius capensis; Merluccius emarginatus; Merluccius fimbriatus; Merluccius gayi; Merluccius guttatus; Merluccius hernandezi; Merluccius hubbsi; Merluccius inferus; Merluccius lednevi; Merluccius merluccius; Merluccius microphthalmus; Merluccius miocenicus; Merluccius obtusus; Merluccius ovalis; Merluccius paradoxus; Merluccius patagonicus; Merluccius peruanus; Merluccius polli; Merluccius productus; Merluccius pukeuriensis; Merluccius rattazzii; Merluccius romanicus; Merluccius tasmanicus; Merlucius attenuatus; Merlucius bilinearis; Merlucius rubescens; Merlucius vulgaris
ASV452,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Labrus,Labrus bergylta,Eukaryota,Labrus bergylta,Labrus bergylta,Labrus bergylta 3,Labrus bergylta,338,110,228,0,,,True,True,CONFIRMED,
ASV453,Eukaryota,Chordata,Actinopteri,Gadiformes,Lotidae,Ciliata,Ciliata septentrionalis,Eukaryota,Ciliata septentrionalis,Ciliata septentrionalis,Ciliata septentrionalis 2,Ciliata septentrionalis,22,20,2,239.94931958862463,,,False,True,PLAUSIBLE,Ciliata mustela; Ciliata tchangi
ASV454,Eukaryota,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Phoxinus,Phoxinus bigerri,Eukaryota,Phoxinus bigerri,Phoxinus bigerri,Phoxinus bigerri,Phoxinus bigerri,60799,60799,0,2262.3353675718085,44.00034,-1.15829,False,False,DOUBTFUL,Phoxinus apollonicus; Phoxinus brachyurus; Phoxinus colchicus; Phoxinus dragarum; Phoxinus fayollarum; Phoxinus grumi; Phoxinus issykkulensis; Phoxinus jouyi; Phoxinus karsticus; Phoxinus ketmaieri; Phoxinus keumkang; Phoxinus krkae; Phoxinus kuldschiensis; Phoxinus kumgangensis; Phoxinus likai; Phoxinus oxyrhynchus; Phoxinus phoxinus; Phoxinus semotilus; Phoxinus septimaniae; Phoxinus steindachneri; Phoxinus strandjae; Phoxinus strymonicus; Phoxinus tchangi; Phoxinus tumensis; Phoxinus ujmonensis; Phoxinus yelskii
ASV455,Eukaryota,Chordata,Actinopteri,Scombriformes,Scombriformes,Scombriformes,Scombriformes,Eukaryota,,Scombriformes,Scombriformes,,,,,,,,,,,
ASV456,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Pollachius,Pollachius virens,Eukaryota,Pollachius virens,Pollachius virens,Pollachius virens 14,Pollachius virens,1925,457,1468,0,,,True,True,CONFIRMED,
ASV459,Eukaryota,Chordata,Actinopteri,Actinopteri,Actinopteri,Actinopteri,Actinopteri,Eukaryota,,Actinopteri,Actinopteri 4,,,,,,,,,,,
ASV460,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Labrus,Labrus mixtus,Eukaryota,Labrus mixtus,Labrus mixtus,Labrus mixtus 5,Labrus mixtus,471,123,348,0,,,True,True,CONFIRMED,
ASV463,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,Eukaryota,Clupea pallasii,Clupea pallasii,Clupea pallasii 20,Clupea pallasii,6,6,0,799.967717003177,,,False,False,POSSIBLE,Clupea anomalura; Clupea arcuata; Clupea arezedi; Clupea beurardi; Clupea brevis; Clupea chinensis; Clupea chrysotaenia; Clupea curta; Clupea dentex; Clupea elongata; Clupea fimbriata; Clupea gasterostea; Clupea gigantea; Clupea guestfalica; Clupea hadleyi; Clupea harengus; Clupea ignota; Clupea inermis; Clupea inflata; Clupea laccia; Clupea longimana; Clupea macrocephala; Clupea macrochira; Clupea macropthalma; Clupea macroura; Clupea manulensis; Clupea marisalbi; Clupea megapteryx; Clupea melastoma; Clupea membras; Clupea montevideo; Clupea opisthopteryx; Clupea papalina; Clupea piltschardus; Clupea polyachanthina; Clupea rex; Clupea sardinites; Clupea saulos; Clupea scheuchseri; Clupea smaragdina; Clupea spec; Clupea sulcata; Clupea suworowi; Clupea tenuissima; Clupea testis; Clupea tiejei; Clupea tobarana; Clupea trigintaoctoradiata; Clupea trinacridis; Clupea ventricosa; Clupea verticalis; Clupea vigintiquiniradiata; Clupea vigintiradiata; Clupea vittargentea; Clupea vittata; Clupea voinovi; Clupea weileri; Clupea xenophanis; Clupea zanclea; Sardinella caudata
ASV464,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Scophthalmidae,Zeugopterus,Zeugopterus punctatus,Eukaryota,Zeugopterus punctatus,Zeugopterus punctatus,Zeugopterus punctatus 4,Zeugopterus punctatus,29,20,9,0,,,True,True,CONFIRMED,
ASV465,Eukaryota,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Phoxinus,Phoxinus,Eukaryota,,Phoxinus,Phoxinus 28,,,,,,,,,,,
ASV467,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea harengus,Eukaryota,Clupea harengus,Clupea harengus,Clupea harengus 31,Clupea harengus,3402,88,3314,0,,,True,True,CONFIRMED,
ASV468,Eukaryota,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Phoxinus,Phoxinus,Eukaryota,,Phoxinus,Phoxinus 29,,,,,,,,,,,
ASV469,Eukaryota,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Phoxinus,Phoxinus,Eukaryota,,Phoxinus,Phoxinus 30,,,,,,,,,,,
ASV470,Eukaryota,Chordata,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius senegalensis,Eukaryota,Merluccius senegalensis,Merluccius senegalensis,Merluccius senegalensis 3,Merluccius senegalensis,1035,505,530,3677.3627478973312,32.5578,-9.6245,False,False,DOUBTFUL,Gobius macroactus; Merluccius abreviatus; Merluccius albidus; Merluccius angustimanus; Merluccius argentatus; Merluccius athanasiui; Merluccius attenuatus; Merluccius australis; Merluccius balticus; Merluccius bilinearis; Merluccius capensis; Merluccius emarginatus; Merluccius fimbriatus; Merluccius gayi; Merluccius guttatus; Merluccius hernandezi; Merluccius hubbsi; Merluccius inferus; Merluccius lednevi; Merluccius merluccius; Merluccius microphthalmus; Merluccius miocenicus; Merluccius obtusus; Merluccius ovalis; Merluccius paradoxus; Merluccius patagonicus; Merluccius peruanus; Merluccius polli; Merluccius productus; Merluccius pukeuriensis; Merluccius rattazzii; Merluccius romanicus; Merluccius tasmanicus; Merlucius attenuatus; Merlucius bilinearis; Merlucius rubescens; Merlucius vulgaris
ASV471,Eukaryota,Chordata,Actinopteri,Perciformes,Pholidae,Pholis,Pholis,Eukaryota,,Pholis,Pholis 5,,,,,,,,,,,
ASV472,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Symphodus,Symphodus,Eukaryota,,Symphodus,Symphodus,,,,,,,,,,,
ASV474,Eukaryota,Chordata,Actinopteri,Perciformes,Cottidae,Myoxocephalus,Myoxocephalus quadricornis,Eukaryota,Myoxocephalus quadricornis,Myoxocephalus quadricornis,Myoxocephalus quadricornis 6,Myoxocephalus quadricornis,2112,1304,808,288.88861603725195,,,False,True,PLAUSIBLE,
ASV475,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Labrus,Labrus mixtus,Eukaryota,Labrus mixtus,Labrus mixtus,Labrus mixtus 6,Labrus mixtus,471,123,348,0,,,True,True,CONFIRMED,
ASV477,Eukaryota,Chordata,Actinopteri,Gadiformes,Lotidae,Molva,Molva molva,Eukaryota,Molva molva,Molva molva,Molva molva 9,Molva molva,584,156,428,0,,,True,True,CONFIRMED,
